GMGC_id;db;seq_id;gene;family
GMGC10.010_080_167.ILES;CARD;88.1;Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin.;mupirocin
GMGC10.010_186_531.UNKNOWN;ARG-ANNOT;88.67;(MLS)mef(A);MLS
GMGC10.010_186_531.UNKNOWN;CARD;88.67;Mel a homolog of MsrA is an ABC-F subfamily protein associated with macrolide resistance. It is expressed on the same operon as mefA and mefE both MFS-type efflux proteins that confer macrolide resistance.;MLS
GMGC10.010_186_531.UNKNOWN;NCBI;93.81;macrolide efflux MFS transporter Mef(A);MLS
GMGC10.010_186_531.UNKNOWN;ResFinder;92.2;mef(A);MLS
GMGC10.010_625_088.RRMA;CARD;83.19;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.010_661_751.RRMA;CARD;90.34;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.010_662_355.RRMA;CARD;92.58;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.010_662_360.LMRD;CARD;94.45;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.010_667_436.ILES;CARD;81.77;Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin.;mupirocin
GMGC10.010_705_002.DDL;ResFinderFG;80.97;"D-alanine--D-alanine ligase""|KX127213.1|newborn_gut|CYC";Glycopeptide/Cycloserine
GMGC10.010_813_278.ILES;CARD;82.17;Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin.;mupirocin
GMGC10.010_848_602.TETP;ARG-ANNOT;99.95;(Tet)tet(32);cycline
GMGC10.010_848_602.TETP;CARD;98.18;Tet32 is a tetracycline resistance gene similar to Tet(O) and binds to the ribosome to confer tetracycline resistance as a ribosomal protection protein.;cycline
GMGC10.010_848_602.TETP;NCBI;99.95;tetracycline resistance ribosomal protection protein Tet(32);cycline
GMGC10.010_848_602.TETP;ResFinder;99.95;tet(32);cycline
GMGC10.010_848_602.TETP;ResFinderFG;99.95;"tetracycline resistance ribosomal protection protein Tet(32)""|JN086173.1|human fecal matter|TET";cycline
GMGC10.010_860_262.MACB;CARD;86.32;MacB is an ATP-binding cassette (ABC) transporter that exports macrolides with 14- or 15- membered lactones. It forms an antibiotic efflux complex with MacA and TolC. macB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.;MLS
GMGC10.010_872_457.MTRD;CARD;80.96;MtrD is the inner membrane multidrug transporter of the MtrCDE efflux complex.;Multidrug_efflux
GMGC10.010_980_812.AADA;ARG-ANNOT;99.62;(AGly)aadA22;aminoside
GMGC10.010_980_812.AADA;CARD;97.55;ANT(3'')-IIa is a aminoglycoside nucleotidyltransferase identified in Acinetobacter spp. via horizontal gene transfer mechanisms.;aminoside
GMGC10.010_980_812.AADA;NCBI;99.75;ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA22;aminoside
GMGC10.010_980_812.AADA;ResFinder;97.55;ant(3'')-Ia;aminoside
GMGC10.010_980_812.AADA;ResFinderFG;93.57;"Streptomycin 3''-adenylyltransferase""|KT387138.1|wastewater treatment plant|SPT";aminoside
GMGC10.010_996_854.DDL;ResFinderFG;98.28;"D-alanine--D-alanine ligase""|KX125436.1|newborn_gut|CYC";Glycopeptide/Cycloserine
GMGC10.011_036_615.FOLA;ResFinderFG;98.18;"Dihydrofolate reductase""|KF629811.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.011_057_795.CRP;CARD;99.37;emrE;Multidrug_efflux
GMGC10.011_094_600.AMPC;ARG-ANNOT;99.91;(Bla)blaCMY-111;blactamase
GMGC10.011_094_600.AMPC;CARD;99.92;CMY-59 is a beta-lactamase found in Shigella spp.;blactamase
GMGC10.011_094_600.AMPC;NCBI;100.0;class C beta-lactamase CMY-2;blactamase
GMGC10.011_094_600.AMPC;ResFinder;100.0;blaCMY-2;blactamase
GMGC10.011_094_600.AMPC;ResFinderFG;99.74;"Beta-lactamase""|KU544887.1|feces|CAZ";blactamase
GMGC10.011_096_132.AADA;ARG-ANNOT;100.0;(AGly)aadA13;aminoside
GMGC10.011_096_132.AADA;CARD;100.0;aadA13 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in Pseudomonas rettgeri P. aeruginosa Y. enterocolitica and E. coli;aminoside
GMGC10.011_096_132.AADA;NCBI;100.0;ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13;aminoside
GMGC10.011_096_132.AADA;ResFinder;100.0;aadA13;aminoside
GMGC10.011_096_132.AADA;ResFinderFG;90.59;"Streptomycin 3''-adenylyltransferase""|KT387138.1|wastewater treatment plant|SPT";aminoside
GMGC10.011_096_214.PBP1A;ARG-ANNOT;96.9;(Bla)PBP1a;blactam_non_enz
GMGC10.011_109_108.FOSB;NCBI;99.53;FosB family fosfomycin resistance bacillithiol transferase;fosfomycin
GMGC10.011_109_108.FOSB;ResFinder;99.53;fosB;fosfomycin
GMGC10.011_141_530.FOLA;ResFinderFG;99.6;"Dihydrofolate reductase""|KF628657.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.011_189_467.LMRD;CARD;93.89;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.011_190_408.RRMA;CARD;89.4;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.011_190_571.PBP1A;ARG-ANNOT;95.59;(Bla)PBP1a;blactam_non_enz
GMGC10.011_204_114.UNKNOWN;CARD;96.77;AbaQ is an MFS transporter mainly involved in the extrusion of quinolone-type drugs in A. baumannii;quinolone
GMGC10.011_216_611.RRMA;CARD;85.41;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.011_248_869.CRP;CARD;99.05;emrE;Multidrug_efflux
GMGC10.011_251_261.CRP;CARD;99.05;emrE;Multidrug_efflux
GMGC10.011_253_315.MTRA;CARD;80.0;MtrA is a transcriptional activator of the MtrCDE multidrug efflux pump of Neisseria gonorrhoeae.;Multidrug_efflux
GMGC10.011_273_854.UNKNOWN;CARD;80.21;Lincosamide (Clindamycin) resistant (putative) ribosomal methyltransferase related to the RlmK 23S rRNA methyltransferase COG family. Detected in Paenibacillus sp. LC231 an isolated strain of Paenibacillus found in Lechuguilla Cave NM USA. Described by Pawlowski et al. 2016.;MLS
GMGC10.011_274_535.UNKNOWN;CARD;80.76;Bacitracin amidohydrolase found in Paenibacillus sp. LC231 an isolated strain of Paenibacillus from Lechuguilla Cave NM USA. Confers resistance by bacitracin inactivation through amidohydrolysis. Described by Pawlowski et al. 2016.;peptide
GMGC10.011_421_809.UNKNOWN;ARG-ANNOT;98.99;(Flq)crpP;quinolone
GMGC10.011_421_809.UNKNOWN;CARD;98.99;A plasmid-encoded ciprofloxacin resistance protein identified from a Pseudomonas aeruginosa plasmid. CrpP confers resistance to ciprofloxacin by antibiotic inactivation through phosphorylation. Described by Chavez-Jacobo et al. 2018.;quinolone
GMGC10.011_421_809.UNKNOWN;NCBI;98.99;ciprofloxacin resistance protein CrpP;quinolone
GMGC10.011_421_809.UNKNOWN;ResFinder;98.99;crpP;quinolone
GMGC10.011_482_786.TET38;ARG-ANNOT;99.48;(Tet)tet(38);cycline
GMGC10.011_482_786.TET38;CARD;99.48;Tet38 is a tetracycline efflux pump found in the Gram-positive Staphylococcus aureus. It is regulated by mgrA which also regulates NorB.;cycline
GMGC10.011_482_786.TET38;NCBI;100.0;tetracycline efflux MFS transporter Tet(38);cycline
GMGC10.011_521_659.CRP;CARD;99.05;emrE;Multidrug_efflux
GMGC10.011_539_384.CMEB;CARD;88.89;CmeB;Multidrug_efflux
GMGC10.011_539_890.CMEB;CARD;84.02;CmeB;Multidrug_efflux
GMGC10.011_544_691.CMEA;CARD;95.11;CmeA;Multidrug_efflux
GMGC10.011_544_869.CMEB;CARD;95.79;CmeB;Multidrug_efflux
GMGC10.011_575_580.RRMA;CARD;83.89;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.011_614_957.LMRD;CARD;92.98;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.011_614_958.LMRC;CARD;92.74;PatA is an ABC transporter of Streptococcus pneumoniae that interacts with PatB to confer fluoroquinolone resistance.;quinolone
GMGC10.011_614_964.RRMA;CARD;88.61;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.011_624_237.AACA7;ResFinderFG;97.9;"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS";aminoside
GMGC10.011_625_280.FOLA;ResFinderFG;80.71;"Dihydrofolate reductase""|KF628671.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.011_671_669.RPOB;CARD;80.34;Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF.;rifampicin
GMGC10.011_827_373.RRMA;CARD;89.29;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.011_863_235.MDTA;CARD;97.57;MdtA is the membrane fusion protein of the multidrug efflux complex mdtABC.;Multidrug_efflux
GMGC10.012_005_667.LMRD;CARD;81.69;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.012_010_725.CRP;CARD;89.57;emrE;Multidrug_efflux
GMGC10.012_040_889.RRMA;CARD;84.1;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.012_043_275.LSA;ARG-ANNOT;91.14;(MLS)lsa(C);MLS
GMGC10.012_043_275.LSA;CARD;91.14;LsaC is an ABC-F subfamily protein expressed in Streptococcus agalactiae. It confers resistance to lincomycin clindamycin dalfopristin and tiamulin;MLS
GMGC10.012_043_275.LSA;NCBI;91.14;ABC-F type ribosomal protection protein Lsa(C);MLS
GMGC10.012_043_275.LSA;ResFinder;91.14;lsa(C);MLS
GMGC10.012_152_122.RV0906;ARG-ANNOT;92.04;(Bla)BlaA1;blactamase
GMGC10.012_152_888.STRA;ARG-ANNOT;100.0;(AGly)strA;aminoside
GMGC10.012_152_888.STRA;CARD;99.88;APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids transposons integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.;aminoside
GMGC10.012_152_888.STRA;NCBI;99.88;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoside
GMGC10.012_152_888.STRA;ResFinder;100.0;aph(3'')-Ib;aminoside
GMGC10.012_272_659.CRP;CARD;94.94;emrE;Multidrug_efflux
GMGC10.012_299_178.AADA;ARG-ANNOT;100.0;(AGly)aadA2;aminoside
GMGC10.012_299_178.AADA;CARD;90.62;ANT(3'')-IIa is a aminoglycoside nucleotidyltransferase identified in Acinetobacter spp. via horizontal gene transfer mechanisms.;aminoside
GMGC10.012_299_178.AADA;NCBI;100.0;ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2;aminoside
GMGC10.012_299_178.AADA;ResFinder;99.88;aadA2;aminoside
GMGC10.012_299_178.AADA;ResFinderFG;91.92;"Streptomycin 3''-adenylyltransferase""|KT387138.1|wastewater treatment plant|SPT";aminoside
GMGC10.012_314_523.DDL;ResFinderFG;99.56;"D-alanine--D-alanine ligase A""|KX127888.1|newborn_gut|CYC";Glycopeptide/Cycloserine
GMGC10.012_319_937.CMR;CARD;96.59;Multidrug efflux pump in E. coli. This multidrug efflux system was originally identified as the Cmr/CmlA chloramphenicol exporter.;Multidrug_efflux
GMGC10.012_319_937.CMR;ResFinder;98.14;mdf(A);Multidrug_efflux
GMGC10.012_320_726.ACRB;CARD;83.47;AcrB;Multidrug_efflux
GMGC10.012_326_147.SMVA;CARD;89.61;AmvA has 14 alpha-helical transmembrane segments qualifying it as a member of the DHA2 transporter family of the major facilitator superfamily (MFS). When AmvA was expressed in E. coli  the cells had at least four-fold decreased susceptibility to erythromycin acridine orange acriflavine deoxycholate and methyl viologen. AmvA from the AC0037 strain of A. baumannii was tested.;MLS
GMGC10.012_385_800.ACRB;CARD;82.28;AcrB;Multidrug_efflux
GMGC10.012_396_626.FOLA;ResFinderFG;81.73;"Dihydrofolate reductase""|KX126113.1|newborn_gut|SXT";Sulfonamide/trimethoprim
GMGC10.012_458_506.EMRA;CARD;83.14;EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.;quinolone
GMGC10.012_458_799.AMPC;ARG-ANNOT;89.18;(Bla)blaCMY-70;blactamase
GMGC10.012_458_799.AMPC;CARD;94.54;CMY-98 is a beta-lactamase. From the Lahey list of CMY beta-lactamases.;blactamase
GMGC10.012_458_799.AMPC;NCBI;94.07;class C beta-lactamase CMY-159;blactamase
GMGC10.012_458_799.AMPC;ResFinder;94.54;blaCMY-98;blactamase
GMGC10.012_458_799.AMPC;ResFinderFG;100.0;"Beta-lactamase""|KU608201.1|Preterm_infant_stool|AMC";blactamase
GMGC10.012_459_059.FOLA;ResFinderFG;85.64;"Dihydrofolate reductase""|KX126113.1|newborn_gut|SXT";Sulfonamide/trimethoprim
GMGC10.012_459_087.DDL;ResFinderFG;84.55;"D-alanine--D-alanine ligase B""|KF628564.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.012_459_263.ACRD;CARD;82.6;AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.;aminoside
GMGC10.012_459_516.BAER;CARD;83.1;BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.;aminoside
GMGC10.012_459_519.MDTC;CARD;82.32;MdtC;Multidrug_efflux
GMGC10.012_459_520.MDTB;CARD;81.65;MdtB;Multidrug_efflux
GMGC10.012_460_954.ACRA;CARD;83.17;AcrA is a subunit of the AcrAB-TolC multidrug efflux system that in E. coli.;Multidrug_efflux
GMGC10.012_460_955.ACRB;CARD;85.21;AcrB;Multidrug_efflux
GMGC10.012_461_032.DDL;ResFinderFG;82.65;"D-alanine--D-alanine ligase A""|KX128394.1|newborn_gut|CYC";Glycopeptide/Cycloserine
GMGC10.012_461_038.AMPH;ARG-ANNOT;80.48;(Bla)ampH_Ecoli;blactamase
GMGC10.012_461_038.AMPH;CARD;80.48;AmpH is a class C ampC-like beta-lactamase and penicillin-binding protein identified in Escherichia coli.;blactamase
GMGC10.012_461_328.CPXA;CARD;82.15;CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.;aminoside
GMGC10.012_461_546.EMRA;CARD;83.97;KpnG consists of ~390 residues and resembles EmrA of E. coli. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin;Multidrug_efflux
GMGC10.012_461_708.UPPP;CARD;83.25;The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.;peptide
GMGC10.012_462_066.ACRB;CARD;85.21;AcrB;Multidrug_efflux
GMGC10.012_462_149.UNKNOWN;CARD;84.27;RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.;Multidrug_efflux
GMGC10.012_462_700.FOSB;ARG-ANNOT;90.59;(Fcyn)FosA2;fosfomycin
GMGC10.012_462_700.FOSB;CARD;90.59;An enzyme that confers resistance to fosfomycin in Enterobacter cloacae by breaking the epoxide ring of the molecule. It depends on the cofactors Manganese (II) and Potassium and uses Glutathione (GSH) as the nucleophilic molecule.;fosfomycin
GMGC10.012_462_700.FOSB;NCBI;94.35;fosfomycin resistance glutathione transferase FosA;fosfomycin
GMGC10.012_462_700.FOSB;ResFinder;95.29;fosA;fosfomycin
GMGC10.012_470_273.MDTB;CARD;80.86;MdtB;Multidrug_efflux
GMGC10.012_470_278.MDTC;CARD;81.72;MdtC;Multidrug_efflux
GMGC10.012_471_552.ACRD;CARD;81.12;AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.;aminoside
GMGC10.012_526_639.AACC;ARG-ANNOT;95.01;(AGly)aac3-IId;aminoside
GMGC10.012_526_639.AACC;CARD;95.01;AAC(3)-IId is a plasmid-encoded aminoglycoside acetyltransferase in E. coli;aminoside
GMGC10.012_526_639.AACC;NCBI;95.12;aminoglycoside N-acetyltransferase AAC(3)-IId;aminoside
GMGC10.012_526_639.AACC;ResFinder;95.01;aac(3)-IId;aminoside
GMGC10.012_584_257.UNKNOWN;CARD;98.9;AdeH is the outer membrane channel protein of the AdeFGH multidrug efflux complex.;Multidrug_efflux
GMGC10.012_786_179.CRP;CARD;99.05;emrE;Multidrug_efflux
GMGC10.012_786_841.CRP;CARD;99.05;emrE;Multidrug_efflux
GMGC10.012_801_183.CRP;CARD;99.05;emrE;Multidrug_efflux
GMGC10.012_804_803.CRP;CARD;99.05;emrE;Multidrug_efflux
GMGC10.012_806_411.CRP;CARD;99.21;emrE;Multidrug_efflux
GMGC10.012_807_857.CRP;CARD;98.74;emrE;Multidrug_efflux
GMGC10.012_808_844.CRP;CARD;99.21;emrE;Multidrug_efflux
GMGC10.012_868_650.FOLA;ResFinderFG;98.52;"Dihydrofolate reductase""|KF628925.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.012_876_634.MEXE;CARD;98.85;MdsA is the membrane fusion protein of the multidrug and metal efflux complex MdsABC.;Multidrug_efflux
GMGC10.012_876_658.MRDA;ARG-ANNOT;83.63;(Bla)Penicillin_Binding_Protein_Ecoli;blactam_non_enz
GMGC10.012_917_953.STRB;ARG-ANNOT;100.0;(AGly)strB;aminoside
GMGC10.012_917_953.STRB;CARD;99.85;APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum;aminoside
